sample,iterations,T_C,T_C_sd,H2OT-eq_wtpc,H2OT-eq_wtpc_sd,CO2T-eq_ppmw,CO2T-eq_ppmw_sd,ST_ppmw,ST_ppmw_sd,X_ppmw,X_ppmw_sd,SCSS_ppm,SCSS_ppm_sd,sulfide saturated,P_bar_sulf,P_bar_sulf_sd,fO2_DFMQ_sulf,fO2_DFMQ_sulf_sd,fO2_bar_sulf,fO2_bar_sulf_sd,Fe3+/FeT_sulf,Fe3+/FeT_sulf_sd,S6+/ST_sulf,S6+/ST_sulf_sd,SCAS_ppm,SCAS_ppm_sd,anhydrite saturated,P_bar_anh,P_bar_anh_sd,fO2_DFMQ_anh,fO2_DFMQ_anh_sd,fO2_bar_anh,fO2_bar_anh_sd,Fe3+/FeT_anh,Fe3+/FeT_anh_sd,S6+/ST_anh,S6+/ST_anh_sd,setup opt,COH_species opt,H2S_m opt,species X opt,Hspeciation opt,fO2 opt,NNObuffer opt,FMQbuffer opt,carbon dioxide opt,water opt,hydrogen opt,sulfide opt,sulfate opt,hydrogen sulfide opt,methane opt,carbon monoxide opt,species X solubility opt,Cspeccomp opt,Hspeccomp opt,SCSS opt,SCAS opt,sulfur_saturation opt,sulfur_is_sat opt,graphite_saturation opt,ideal_gas opt,y_CO2 opt,y_SO2 opt,y_H2S opt,y_H2 opt,y_O2 opt,y_S2 opt,y_CO opt,y_CH4 opt,y_H2O opt,y_OCS opt,y_X opt,KHOg opt,KHOSg opt,KOSg opt,KOSg2 opt,KCOg opt,KCOHg opt,KOCSg opt,KCOs opt,carbonylsulfide opt,density opt,Date
Ala02-3,100,1081.1158677516148,45.115942584412615,3.8633581277755966,0.25180483822146404,446.0727198213878,66.4380672932666,663.1848271154503,109.35599674311905,0.0,0.0,591.8051864921418,62.52788743832056,Both,2076.7464339381618,186.63389135563406,0.9860040903730611,0.1934247230674613,2.2111272929286484e-09,2.139715777051748e-09,0.2167601581574465,0.017335160717828164,0.173273195363607,0.09688338211919545,4738.397569998229,1122.0031130996063,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 19:54:46.113334
Ala02-4,100,1103.334093582859,45.582508026112606,3.8651152490430967,0.23302112930400573,363.3776199331943,80.12635523180684,1002.1832257764255,100.48795774569429,0.0,0.0,695.3425286588031,73.05047570917519,Both,1981.5943031204035,190.78740065734996,1.1499042293265533,0.14650044300051818,1.0346248474899507e-08,1.1680038454679588e-08,0.22255063993426732,0.012814212681458964,0.30376723143803214,0.08893148230352194,5560.559844185229,1298.9264393485723,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 19:56:02.046860
Ala02-5,100,1121.0749864841018,50.03585820509869,4.093004589836942,0.2566635132901097,810.3433428589656,71.14412933258103,1381.4450807546596,94.29609598771383,0.0,0.0,852.4617618165702,94.77974912316469,possible,2863.225232524312,173.8275856164688,1.0443378318877239,0.13462474628886176,1.8166630204026005e-08,2.396719775460503e-08,0.23684467218701383,0.013705512611862213,0.3802174512188687,0.07923737328613596,7010.6602396558665,1702.2178024555215,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 19:57:49.963410
Ala02-7,100,1123.777389618515,49.71340862592409,3.4240857714975226,0.2389699755428157,327.65780143058214,76.05241833761833,1162.5410830910373,104.80924067301957,0.0,0.0,788.4041801633962,88.99828425360819,Both,1702.742593152925,181.97469312985794,1.0774445216738098,0.14340841798868775,1.623224840989637e-08,2.1169687533255124e-08,0.22362845860991803,0.012694916152823697,0.32070488807361935,0.08650450205200533,5985.576017367829,1475.3859780142163,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:00:04.377098
Ala02-8,100,1121.9504326781853,47.73468502160726,3.5764431922277304,0.2843308077955759,284.6379985387162,78.61257242012424,1241.7229872382634,102.2163315243505,0.0,0.0,835.0316754814079,91.47111746320014,possible,1714.7313571367374,208.0329749734118,1.0693842359104773,0.16388647541544052,1.4863168877017741e-08,1.8668841781960136e-08,0.22692504109784617,0.014493242569295291,0.32277133182321344,0.09386914039169786,6454.92729038581,1529.5141844308191,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:01:49.145917
Ala02-9,100,1128.531925377437,48.96083761939016,3.2820105526811596,0.23430221659877715,542.6513935949322,75.1955883556601,942.8203727221918,101.73686795663858,0.0,0.0,856.52244519122,80.61994363758357,Both,1997.7177269759866,169.83020616185294,0.8070075250472364,0.1863838273350833,6.522733453818194e-09,6.190918938730109e-09,0.20010147009058807,0.01515274632792575,0.14706112354067774,0.08346145472007153,6481.752276566432,1545.4949424027022,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:03:35.120452
Ala02-11,100,1105.5761364311984,56.525119684454225,3.463005851033463,0.2339137343280892,1001.2613437908176,79.64303284162251,1267.7976917617893,105.09224254872898,0.0,0.0,814.5937980018231,102.56000418262721,possible,2826.42453163565,151.45937700844107,1.0435391640467047,0.16223058746436855,1.3608962567017881e-08,1.995814338782529e-08,0.2216210412545146,0.014807043611981154,0.3532689575578778,0.09509759818902395,6020.528270268804,1753.5322583779684,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:04:56.058013
Ala02-12,100,1119.941276726391,48.281433202339514,4.093268472328923,0.24041508729996286,743.4911954271113,76.17871837278983,1311.9610069132216,100.12414937018114,0.0,0.0,830.3181569225418,86.61199979095089,possible,2749.4778156973557,177.05279371145357,1.0471851782718191,0.12579981146309874,1.618984687318916e-08,1.6973588993385293e-08,0.2360682145796633,0.012638803718070017,0.3642250393911428,0.07628410797619624,6924.527809812964,1612.788256956908,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:07:12.335667
Ala02-15,100,1125.8345140236854,52.26639110189673,4.238662969310377,0.23878643372738403,524.7758039808346,79.64368234761861,1500.017998132164,99.38200286157137,0.0,0.0,927.6222542775066,105.69021480234474,possible,2504.8669486725134,187.29716834030964,1.0655439733919723,0.131030972484416,2.3459587866672823e-08,4.375078000834862e-08,0.2508083392916085,0.013723432463502713,0.37962456110535264,0.07483473670928975,7234.131618001621,1921.030087438913,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:09:32.141209
Ala02-16A,100,1111.2750525137453,50.764048526792,4.329557744647572,0.25431251056101317,996.120006650357,74.00312850131202,1536.344708366492,102.38418970021893,0.0,0.0,783.6570231166241,96.86588281965507,possible,3277.004407219242,161.62119579744015,1.1931393240071277,0.12332697382670707,2.381914485068597e-08,4.5021745470211434e-08,0.2323556917914056,0.011712588746429031,0.48778589466251787,0.07102322022674067,6772.771734993677,1752.7371292661194,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:11:24.254758
Ala03-1,100,1120.8055407834233,55.68553217772374,2.3425638075843547,0.24599639586159705,665.8531919934893,78.15606709624019,1132.608956884671,89.38592986931349,0.0,0.0,908.23250423324,98.94004681280981,Both,1819.699087291427,164.94648522281992,0.7258590588989138,0.19099582890849687,6.481881181229794e-09,7.84196215977884e-09,0.21013636799548285,0.016577360609452214,0.20613027246944282,0.09405574473170343,6262.886151806517,1776.6523581447423,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:13:43.438672
Sari15-04-3,100,1135.7764071326158,54.647057250193,2.8774409089915114,0.24470142109415838,233.14459794344174,83.24374306995146,1320.3926743443467,97.77824093217478,0.0,0.0,1073.3916208136532,117.07932845934171,Both,1259.7911068428846,189.07284204240923,0.8834323594260111,0.16669791942573586,1.1766024980787818e-08,1.5335893872672034e-08,0.22344979197614198,0.015202191177666248,0.20018442924808352,0.07816522043489274,6859.669156526669,1857.3458849787992,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:15:23.275051
Sari15-04-7,100,1109.4458444195527,50.87771100751184,4.780246977897939,0.23773926884428137,967.4616480838148,83.98198683745477,1369.604418856313,97.68175361965828,0.0,0.0,821.9697632151742,92.10748852003587,possible,3450.5360257749967,181.317185598573,1.119736155887883,0.12392201948099868,1.6475462834044324e-08,1.662164362613195e-08,0.2453318735909962,0.013023853014028789,0.3976742141913266,0.07319115508894776,6836.535812637485,1684.6198819095664,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:17:01.168574
Sari15-04-10,100,1112.952119313181,47.39410459096782,3.6167950026644107,0.21608793183288727,279.7856314704927,81.49207959020403,1239.203987072419,85.7381426046886,0.0,0.0,905.9220203960706,90.83187089727117,Both,1722.3820875920794,179.97741370442662,1.048750329129334,0.15669101124249754,9.478887843998255e-09,1.1895455354455731e-08,0.23093675308566783,0.014044179041022948,0.26831129789433167,0.08539760015937341,6287.518289774176,1636.0228977317095,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:19:42.006488
Sari15-04-11,100,1109.0498687969607,48.19401939691309,3.870095604840838,0.21819970291658272,549.0965375894874,63.11649325637466,1438.9021953772572,99.61464546837777,0.0,0.0,838.212868782473,86.86860613703732,possible,2332.4662973556533,168.08853942185232,1.1686776732121864,0.13161488400691665,1.4500911577053436e-08,1.5553803905688283e-08,0.24425035211820129,0.013434113634155965,0.41414923517407864,0.07874873047455157,6142.782334711977,1476.1821355353618,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:21:31.040893
Sari15-04-13,100,1103.9700723221058,54.267204092047,3.7684949349999552,0.24575084165001024,371.7253937631833,77.80136322244792,1326.7564563942133,105.6698330817239,0.0,0.0,857.6676853308307,102.14034975889831,possible,1978.4942787205703,206.72002792324787,1.1419328659819308,0.1612238389023288,1.3095253008222134e-08,1.8741013780414305e-08,0.23899706780010296,0.015482865712101454,0.3498611318118976,0.09141615549465974,6085.330270620722,1684.433356970028,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:23:40.258038
Sari15-04-15,100,1109.759941631673,46.98763718062968,3.3846564061114672,0.24286240803616535,500.19924422388544,75.44732150742618,1377.2884951614078,83.85880483795134,0.0,0.0,923.2937368141651,94.77887282287239,possible,1997.2246964745561,173.3613550240516,1.05804405134711,0.14004654433077224,1.1209945523183771e-08,1.5370826210405346e-08,0.2378033032075636,0.013569428429917431,0.32713876041783013,0.08010322242033945,6099.981483665225,1473.8762707053459,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:25:31.758443
Sari15-04-17,100,1118.559623966207,50.08717132441848,2.9109025101726234,0.26835171893339704,73.97763594158808,61.55776701933993,1200.804073409101,93.68075997083137,0.0,0.0,952.7095842672585,96.86020675755964,Both,967.9031353445322,184.72036741936205,0.9492006971485285,0.18772968579713417,7.507462814696003e-09,8.669033631649147e-09,0.2253370097074206,0.016572925002421652,0.21154729450482207,0.09010026889969214,6144.021099389617,1576.786405799154,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:27:26.225626
Sari15-04-18,100,1131.5936528252369,49.17049778148986,3.206294561967127,0.23697169287416553,75.7798434106531,61.37397969320694,1242.1613144508995,93.61350364241545,0.0,0.0,997.950807069386,103.76931965136173,Both,1115.3433190747514,173.3363308245884,0.9153142542186188,0.17702259941445841,1.0617788447739723e-08,1.0695909112204417e-08,0.22763552524347505,0.016185522382085905,0.2000377742820941,0.08321953912514035,6748.946649491823,1598.8738799908056,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:28:57.026917
Sari15-04-21,100,1123.442798810564,45.87826972770141,2.639736881482107,0.264957169499037,120.01773624991868,67.96436004507369,1389.7370532910118,102.53929951305535,0.0,0.0,1017.3711760644671,93.02638993307565,possible,954.1680636344156,187.19018225453019,1.0040231631466439,0.16034141091120616,1.129899956717736e-08,1.3299909011876372e-08,0.2301091877979883,0.01456282776914754,0.26397635026034655,0.08664004672219296,6101.799321949043,1414.2181973080783,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:30:33.608720
Sari15-04-22,100,1111.4715287986382,49.16793449775581,3.0124866085762214,0.2642971804506233,89.37598784434468,67.79285593855025,1389.8866120173277,101.62440061667644,0.0,0.0,964.4914648121655,104.30012300115132,possible,1067.5576052697675,189.44779826191328,1.0741026082579064,0.15727545349976335,1.0877989611064654e-08,1.6807811941175528e-08,0.2392036362863819,0.01491965499312677,0.3028636260892372,0.08591836206929875,5978.384647342958,1516.9580315551611,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:32:18.936342
Sari15-04-23,100,1121.4653266082596,41.93537333687243,2.7019098041269274,0.2461772344737856,115.92681474027445,70.74020729979301,1300.9473337794766,91.7140959160589,0.0,0.0,1029.8623834932691,92.5324886495723,Both,953.0631495610578,183.91012405056662,0.9184831895908944,0.18519987769122384,7.476862933137907e-09,6.761896022907407e-09,0.22673423486865063,0.016182804734388524,0.20665754151764437,0.08880806344342433,6309.257525601874,1307.0682153697812,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:33:53.954895
Sari15-04-24,100,1129.3064847899032,48.52321965711388,3.8029723908792676,0.26047720702010857,858.59112448136,79.7826261903483,1251.681792046034,109.54529765125314,0.0,0.0,898.4136191101429,93.32930889940664,possible,2773.172673168334,160.86516969128192,0.9312590755137666,0.17394127809036164,1.5531112953028845e-08,1.577340449358356e-08,0.22327328776155508,0.01566238899112429,0.27664502082675385,0.09831101418126083,6917.394573879924,1576.2098590559126,False,,,,,,,,,,,False,yes_H2_CO_CH4_melt,True,Ar,none,Kress91A,Frost91,Frost91,MORB_Dixon95,Basalt_Hughes24,Basalt_Hughes24,ONeill21dil,ONeill22dil,Basalt_Hughes24,Basalt_Ardia13,Basalt_Hughes24,Ar_Basalt_HughesIP,Basalt,MORB_HughesIP,ONeill21hyd,Zajacz19_pss,False,no,False,False,Shi92,Shi92_Hughes23,Shi92_Hughes24,Shaw64,Shi92,Shi92,Shi92,Shi92,Holland91,Shi92,ideal,Ohmoto97,Ohmoto97,Ohmoto97,ONeill22,Ohmoto97,Ohmoto97,Moussallam19,Holloway92,COS,DensityX,2025-09-09 20:35:30.325110
